firm_id,year,EBIT,Total Current Liabilities,CapitalEmployed,NetIncome,Total Assets,SIZE,Total Liabilities,LEVERAGE,ROCE,Close,High,Low,Daily Avg. Value (M.Baht),ROE,ROA,EBIT Margin,D/E Ratio,ESG,ES,SS,GS,ESG.1
BGC,2021,816.57,10275.83,8431.87,12476.38,18707.7,9.83669048279673,13218.97,0.706605836099574,0.09684328624611148,10.6,13.1,9.2,34.4,11.03,4.46,6.54,2.41,3,2.99,2.53,2.88,2.83
BGC,2022,705.23,8543.29,7512.109999999999,14366.61,16055.4,9.68380052057015,11182.31,0.6964828032935959,0.09387908324026141,10.0,10.8,9.55,6.28,11.38,4.06,4.91,2.29,3,3.02,2.87,2.84,2.91
BGC,2023,694.6,10454.32,8685.46,15116.3,19139.78,9.85952417068801,13931.21,0.7278667779880438,0.07997273604391708,7.75,10.6,7.15,2.57,6.95,3.95,4.6,2.67,4,4.74,4.45,4.05,4.39
BGC,2024,678.67,10700.68,8434.599999999999,14534.79,19135.28,9.85928903062444,13915.82,0.7272336751800862,0.08046261826286961,7.8,8.25,5.9,1.6,5.36,3.55,4.67,2.67,5,4.94,5.0,4.75,4.88
BGRIM,2020,7174.94,26993.15,103702.73000000001,44337.67,130695.88,11.7806283765446,91391.8,0.699270703866105,0.06918757105044389,48.5,69.25,27.25,765.73,7.82,5.69,16.18,2.33,3,3.09,2.9,3.34,3.14
BGRIM,2021,8008.82,12723.62,136473.94,46816.24,149197.56,11.9130266127306,108382.05,0.7264331266543501,0.05868387766924586,40.5,56.0,38.25,475.22,7.99,5.72,17.11,2.66,3,2.99,2.9,3.0,2.97
BGRIM,2022,3835.93,19623.8,151026.92,63247.16,170650.72,12.0473741734879,128483.05,0.7529007202547988,0.025398981850387994,39.75,41.0,29.75,439.82,-4.2,2.4,6.06,3.05,3,2.65,2.9,3.0,2.85
BGRIM,2023,9149.83,17483.25,159553.06,58228.53,177036.31,12.0841101317603,124333.56,0.7023054197187006,0.057346628137373235,27.25,42.75,21.8,389.55,5.55,5.26,15.71,2.36,5,5.0,5.0,4.9,4.96
BGRIM,2024,9120.83,31514.23,149386.49,57023.2,180900.72,12.1057036514749,129229.21,0.7143653712378812,0.061055253390048865,19.5,30.0,18.2,360.7,4.2,5.1,15.99,2.5,5,5.0,5.0,5.0,5.0
BJC,2020,10611.88,65363.32,260793.41999999998,157606.71,326156.74,12.6951333423487,206620.62,0.6335009970972852,0.04069075055651327,34.75,45.5,25.0,512.63,3.48,3.26,6.73,1.73,3,3.24,3.13,3.25,3.22
BJC,2021,9887.9,55922.67,273260.31,150139.19,329182.98,12.7043690453549,207976.69,0.6317966074673728,0.03618491101031101,31.0,40.75,29.25,328.5,3.11,3.02,6.59,1.72,3,2.73,3.31,2.74,2.88
BJC,2022,10988.47,62468.08,273576.5,163601.07,336044.58,12.7249991087157,211895.72,0.6305583622268212,0.04016598647910182,35.25,37.5,29.75,190.61,4.28,3.3,6.72,1.71,3,3.42,3.07,2.8,3.08
BJC,2023,11552.22,71444.95,267524.86,168029.67,338969.81,12.7336663263496,213074.31,0.6285937676868627,0.04318185607124512,25.0,40.5,24.2,148.08,4.03,3.42,6.88,1.69,4,3.58,3.92,3.91,3.8
BJC,2024,12931.33,68634.34,268377.86,170925.32,337012.2,12.7278744104596,210809.94,0.6255261382228893,0.04818329649099967,23.3,28.0,19.2,212.78,3.34,3.83,7.57,1.67,4,4.18,3.94,3.6,3.89
BLA,2020,1761.41,2351.3,337426.97000000003,47337.05,339778.27,12.7360485367931,293679.88,0.8643280219185293,0.0052201221496906425,21.0,23.8,10.4,41.05,3.56,0.52,3.7209965555521523,6.37,1,1.66,1.0,1.0,1.23
BLA,2021,3763.69,3696.72,343446.11000000004,48168.59,347142.83,12.7574915880721,299176.69,0.8618259233526442,0.010958604247985221,37.25,38.0,20.6,111.75,6.8,1.1,7.813577270997553,6.24,3,2.7,2.99,2.86,2.84
BLA,2022,3779.29,3070.77,339540.14999999997,48185.1,342610.92,12.7443507382696,297827.61,0.8692881417790186,0.011130612977581592,28.75,48.0,27.75,274.41,6.93,1.1,7.84327520333049,6.65,3,2.83,3.22,3.26,3.1
BLA,2023,2991.5,2599.25,323331.6,45433.86,325930.85,12.6944405212845,281495.57,0.8636665415378754,0.009252111454618107,20.0,32.25,19.1,86.75,5.71,0.89,6.584296381597338,6.33,4,4.03,4.02,4.08,4.05
BLA,2024,4322.79,2559.86,312845.59,46011.37,315405.45,12.6616142330066,266502.69,0.8449527108678686,0.013817647229740396,21.1,25.75,16.3,45.69,7.83,1.35,9.395047354599525,5.56,4,3.85,4.22,4.06,4.03
BPP,2020,4326.53,4066.98,45495.799999999996,6526.59,49562.78,10.8109954277937,7585.0,0.15303822747634416,0.09509734964546178,15.1,18.5,10.0,68.12,9.23,8.8,66.29,0.18,3,2.53,2.98,3.26,2.93
BPP,2021,3480.98,10968.16,63898.61,7818.33,74866.77,11.2234654128489,25287.46,0.3377661411063947,0.05447661537551443,17.2,21.6,14.8,133.35,7.21,5.6,44.52,0.51,3,3.02,3.02,2.96,3.0
BPP,2022,7091.4,9385.29,68279.65,25406.65,77664.94,11.2601592118729,24873.31,0.3202643303400479,0.10385817736324074,16.4,17.4,13.9,25.97,12.19,9.3,27.91,0.47,3,2.68,2.4,3.12,2.79
BPP,2023,8893.81,9888.18,89014.68,31151.84,98902.86,11.5018934352917,44225.89,0.4471649252610086,0.09991396924642093,14.5,17.5,13.0,15.3,10.78,10.07,28.55,0.81,5,5.0,5.0,4.97,4.99
BPP,2024,5062.02,10633.35,87049.31999999999,26722.89,97682.67,11.4894794425633,43193.01,0.44217679553599426,0.05815117223201745,10.8,15.2,10.6,7.37,3.5,5.15,18.94,0.79,5,4.72,5.0,5.0,4.9
BTS,2020,11548.32,32914.76,140185.72,38680.65,173100.48,12.061627514124,105854.89,0.6115227987813783,0.08237871874539004,9.3,13.9,7.9,506.64,17.43,7.28,29.86,1.57,3,3.46,3.3,2.83,3.17
BTS,2021,9795.76,32259.5,179802.93,42379.1,212062.43,12.2646359914351,136025.07,0.6414387970561312,0.05448053599571487,9.35,10.1,8.3,400.58,7.95,5.09,23.11,1.79,3,2.77,2.13,2.27,2.41
BTS,2022,8314.66,47524.43,208342.14,31194.5,255866.57,12.4524113766465,169739.04,0.6633888905455684,0.0399086809802376,8.4,10.2,7.85,312.92,6.26,3.55,26.65,1.97,3,2.9,3.63,2.96,3.11
BTS,2023,6979.27,40835.32,230090.64,24138.72,270925.96,12.5096008522009,189604.06,0.6998371806083108,0.030332698453096572,7.25,8.8,5.4,217.58,3.11,2.65,28.91,2.33,4,4.24,3.96,4.43,4.25
BTS,2024,481.1,51754.42,220327.27000000002,24387.09,272081.69,12.5138576310701,205689.2,0.7559832490014304,0.0021835699230512862,6.1,7.45,3.72,488.73,-10.22,0.18,1.97,3.1,4,3.63,4.33,4.28,4.06
CBG,2020,4333.41,5655.2,11431.48,17386.29,17086.68,9.74605449158519,6929.39,0.4055433823305639,0.3790768999289681,114.5,134.5,46.25,600.27,38.06,27.2,24.92,0.68,1,1.07,1.0,1.29,1.14
CBG,2021,3444.77,5427.29,13758.36,17570.33,19185.65,9.86191788274303,9074.86,0.47300247841485693,0.2503764983617233,119.5,156.0,108.0,996.15,28.57,18.99,19.61,0.9,1,1.39,1.18,1.37,1.33
CBG,2022,2799.11,8187.13,11851.8,19454.81,20038.93,9.90543216055976,9473.89,0.47277424493223935,0.23617593951973542,96.75,121.0,80.25,613.09,21.89,14.27,14.39,0.9,3,2.52,2.68,3.03,2.76
CBG,2023,2420.36,4283.34,15260.16,19045.71,19543.5,9.88039802931109,8231.01,0.42116355821628676,0.15860646284180507,82.5,106.0,61.25,412.2,17.36,12.23,12.71,0.73,3,3.06,2.81,3.06,3.0
CBG,2024,3592.38,4185.04,14193.11,21170.63,18378.15,9.81891773796026,5287.41,0.28770088393010174,0.2531073175646493,78.5,84.75,61.25,256.57,23.02,18.95,16.97,0.4,4,4.08,4.57,3.81,4.09
CENTEL,2020,-2664.08,7797.86,27552.28,13249.45,35350.14,10.4730576317129,25134.59,0.7110181176085866,-0.09669181643043698,23.7,27.5,13.0,132.5,-23.52,-8.47,-20.11,2.46,1,1.23,1.0,1.0,1.08
CENTEL,2021,-1117.0,9664.12,38928.42,11635.4,48592.54,10.7912253001641,30160.85,0.6206888958675549,-0.028693689597471463,31.25,38.0,23.0,115.09,-12.38,-2.66,-9.6,1.64,1,1.0,1.07,1.18,1.09
CENTEL,2022,1278.58,11167.04,36998.549999999996,18215.75,48165.59,10.7824001446755,29274.86,0.6077961465851451,0.03455757049938444,50.25,52.0,30.0,182.27,2.18,2.64,7.02,1.55,3,2.6,3.26,3.36,3.07
CENTEL,2023,2697.66,10594.47,43609.14,22547.24,54203.61,10.9005027903757,34185.63,0.6306891736546698,0.06185996788746579,43.75,58.25,40.75,191.56,6.54,5.27,11.96,1.71,3,3.16,3.15,2.96,3.08
CENTEL,2024,3235.06,10636.48,50124.149999999994,24239.32,60760.63,11.0146973253195,39810.9,0.6552088087302584,0.06454094483397724,34.5,47.0,29.25,113.57,8.68,5.63,13.35,1.9,5,5.0,5.0,4.86,4.94
CFRESH,2020,-117.62,2712.43,1745.6300000000006,5871.89,4458.06,8.40246897280544,2882.82,0.6466534770729869,-0.06737968527122011,1.71,3.44,0.42,8.26,-19.12,-2.56,-2.0,1.83,3,3.08,3.11,3.0,3.06
CFRESH,2021,360.75,2127.88,2779.33,6936.89,4907.21,8.49846083117988,2420.26,0.49320489646866555,0.12979746917422544,3.94,4.88,1.67,31.86,15.34,7.7,5.2,0.97,3,3.1,3.72,3.18,3.29
CFRESH,2022,364.61,2367.17,2886.29,7094.4,5253.46,8.5666421861282,2644.6,0.5034015677286969,0.126324797577513,2.38,4.36,2.22,56.46,7.79,7.18,5.14,1.01,3,2.8,2.98,2.57,2.75
CFRESH,2023,227.26,2259.26,2982.2299999999996,6594.94,5241.49,8.56436108804,2480.59,0.473260466012527,0.07620471928724479,1.84,3.02,1.61,6.04,3.23,4.33,3.45,0.9,3,3.07,3.06,2.31,2.76
CFRESH,2024,203.55,2600.87,2850.6900000000005,7425.18,5451.56,8.60365708523096,2841.93,0.5213058280565562,0.07140376540416529,1.17,2.34,1.14,4.42,-3.47,3.81,2.74,1.09,3,3.09,3.32,2.83,3.04
CK,2020,1930.89,14757.61,68016.41,18167.02,82774.02,11.3238695230218,56503.38,0.6826221560823069,0.028388590341654314,16.6,22.6,11.5,191.46,2.3,2.34,10.63,2.15,3,2.79,3.33,2.63,2.86
CK,2021,2356.95,17748.29,65672.65,13996.33,83420.94,11.3316546359684,57312.98,0.6870334954269276,0.035889369471157326,22.9,23.7,14.9,177.49,3.52,2.84,16.84,2.2,3,3.56,3.36,2.85,3.23
CK,2022,2552.36,20042.63,65108.15999999999,19437.84,85150.79,11.3521789637929,60684.37,0.7126694890323391,0.03920184505290889,24.3,24.8,17.9,122.76,4.45,3.03,13.13,2.48,1,1.14,1.19,1.0,1.1
CK,2023,3508.03,27257.92,69487.5,37907.04,96745.42,11.4798382712702,70736.93,0.7311656717186198,0.05048433171433711,20.8,24.5,17.8,85.93,6.06,3.86,9.25,2.72,3,2.64,2.66,2.86,2.73
CK,2024,3673.87,45635.05,67466.84,38769.91,113101.89,11.6360443728399,86623.3,0.7658872897703124,0.05445445495891019,19.2,24.6,16.8,95.93,5.63,3.5,9.48,3.27,4,4.2,4.49,4.44,4.37
CKP,2020,1178.15,6275.22,60763.229999999996,7177.49,67038.45,11.1130216143636,32000.46,0.4773448670128859,0.019389193102473324,4.46,6.1,2.46,121.16,1.71,1.8,16.41,0.91,3,2.71,2.66,3.1,2.85
CKP,2021,3882.8,3393.98,65583.37000000001,9369.49,68977.35,11.1415334688204,32847.28,0.47620385532352283,0.0592040329736029,5.0,6.3,4.16,128.81,8.97,5.71,41.44,0.91,3,3.24,3.09,3.09,3.14
CKP,2022,3967.84,4632,65214.08,11441.87,69846.08,11.1540492428526,31906.65,0.4568137539000041,0.06084330255061484,4.56,5.9,4.52,82.32,9.48,5.72,34.68,0.84,3,3.35,2.77,3.19,3.14
CKP,2023,3082.15,6015.15,62750.13,10946.59,68765.28,11.1384542453793,29847.33,0.4340465130077272,0.0491178265288056,3.26,4.76,2.98,29.67,5.43,4.45,28.16,0.77,5,4.75,4.98,4.66,4.77
CKP,2024,3493.94,6594.4,65670.37000000001,10788.85,72264.77,11.1880920141476,32131.57,0.4446367157883433,0.0532042076205753,3.2,4.28,3.0,29.72,4.86,4.95,32.38,0.8,5,5.0,5.0,5.0,5.0
CM,2020,0.74,79.1,1438.5400000000002,1096.53,1517.64,7.32491177567988,146.61,0.09660393769273345,0.00051441044392231,2.68,3.54,1.54,1.03,0.08,0.06,0.08,0.11,3,3.12,3.1,2.98,3.06
CM,2021,-79.34,245.53,1419.3,1064.39,1664.83,7.41747829509966,346.0,0.20782902758840244,-0.05590079616712464,2.84,3.52,2.54,1.44,-4.96,-4.99,-7.45,0.26,1,1.25,1.13,1.2,1.2
CM,2022,-38.26,260.53,1373.96,1347.48,1634.49,7.39908610806662,356.01,0.21781106033074538,-0.02784651663803895,2.58,4.2,2.4,14.71,-2.48,-2.32,-2.84,0.28,3,3.57,3.48,2.68,3.19
CM,2023,106.49,74.13,1453.2199999999998,1269.63,1527.35,7.33128948655117,155.71,0.10194781811634532,0.07327865016996739,2.18,2.9,1.88,0.64,7.47,6.74,8.39,0.11,1,1.0,1.14,1.0,1.04
CM,2024,95.48,63.66,1437.09,1192.27,1500.75,7.31372026213195,130.67,0.08706979843411626,0.06643981935717318,1.96,2.62,1.94,0.4,7.86,6.3,8.01,0.1,3,2.77,2.93,3.25,3.0
COLOR,2020,58.97,351.02,818.6100000000001,995.12,1169.63,7.06444273846136,395.95,0.3385258586048579,0.07203674521444887,1.15,1.4,0.78,0.22,7.35,4.85,5.93,0.51,3,2.73,3.29,3.11,3.02
COLOR,2021,68.61,508.87,868.9499999999999,1188.92,1377.82,7.22825781894864,576.09,0.41811702544599444,0.0789573623338512,2.04,2.72,1.12,13.01,7.3,5.39,5.77,0.72,3,2.76,3.36,2.73,2.9
COLOR,2022,72.22,469.87,944.6,1256.22,1414.47,7.25451018160896,583.09,0.4122321434883737,0.07645564260004234,1.63,2.38,1.5,3.08,7.3,5.17,5.75,0.7,3,2.98,2.63,2.74,2.8
COLOR,2023,49.76,490.22,931.95,1185.58,1422.17,7.25993915314733,604.62,0.4251390480744215,0.053393422393905245,1.42,1.76,1.04,0.24,3.73,3.51,4.2,0.74,3,3.1,3.18,3.34,3.22
COLOR,2024,46.24,494.21,927.3,1101.23,1421.51,7.25947496588868,585.4,0.41181560453320765,0.04986520004313599,1.1,1.48,1.01,0.09,4.48,3.25,4.2,0.7,3,3.08,3.21,2.64,2.94
COM7,2020,1876.24,4429.89,4776.829999999999,37352.9,9206.72,9.12768893118208,5335.89,0.579564709255848,0.3927793118030159,19.5,22.13,6.6,305.82,41.26,20.43,5.02,1.38,1,1.25,1.0,1.49,1.28
COM7,2021,3231.08,9751.04,6214.699999999999,51154.66,15965.74,9.67820045546836,10664.99,0.6679922133267859,0.5199092474294817,40.88,42.25,18.75,648.08,57.58,25.67,6.32,2.01,3,3.0,3.41,2.73,2.99
COM7,2022,3935.47,11169.4,7993.050000000001,63025.62,19162.45,9.86070791391378,11910.55,0.6215567424833462,0.49236148904360655,34.0,43.75,26.25,522.68,48.84,22.41,6.24,1.64,3,3.44,2.95,3.19,3.22
COM7,2023,3754.22,14075.95,8900.3,69641.67,22976.25,10.0422163527079,14788.64,0.6436489853653229,0.4218082536543712,23.8,36.0,21.4,403.83,37.59,17.82,5.39,1.81,3,2.92,3.04,2.9,2.94
COM7,2024,4300.84,16211.09,10425.48,79233.19,26636.57,10.190040362611,17813.29,0.6687531465199912,0.4125316052594221,26.25,28.25,16.4,282.27,39.38,17.34,5.43,2.02,4,4.82,3.95,4.18,4.35
CPALL,2020,27788.36,232376.27,711744.02,546364.02,944120.29,13.7580088628571,411759.3,0.43613012490177494,0.03904263220925973,58.25,76.0,53.5,2139.25,16.91,6.18,5.09,5.04,3,3.19,3.0,2.84,3.0
CPALL,2021,25220.39,238196.9,688294.2899999999,587189.76,926491.19,13.7391598157578,639085.34,0.689791059966798,0.03664187015121105,59.0,70.25,56.25,1714.64,12.93,3.47,4.3,4.72,3,2.74,2.67,2.95,2.81
CPALL,2022,36913.73,207443.07,716618.4199999999,852605.22,924061.49,13.7365338960286,633760.19,0.6858420103623191,0.05151099800086077,68.25,69.0,52.75,1593.51,12.96,3.98,4.33,4.35,3,2.68,2.57,3.01,2.78
CPALL,2023,43011.63,214888.06,717004.5,920841.35,931892.56,13.7449728080526,624896.08,0.6705666584568504,0.05998794986642343,56.0,73.75,50.5,1649.46,17.46,4.65,4.67,5.12,5,5.0,5.0,4.7,4.88
CPALL,2024,51387.86,123382.65,399971.68000000005,987734.48,523354.33,13.1680140088706,624509.57,1.193282512824533,0.1284787462952377,55.75,68.0,51.25,1648.91,21.31,5.49,5.2,5.68,5,4.93,4.75,5.0,4.91
CPF,2020,71911.15,204146.77,557572.32,595011.1,761719.09,13.5433331184073,499540.52,0.6558067489157978,0.12897187937880417,26.75,35.25,18.7,1282.46,14.45,10.3,12.09,1.91,3,3.21,2.7,2.85,2.94
CPF,2021,33328.44,203927.97,638752.65,517584.4,842680.62,13.6443433039879,555543.77,0.6592577980492775,0.05217738039912633,25.5,31.25,23.5,995.25,6.4,4.15,6.44,1.93,3,3.14,2.35,2.93,2.86
CPF,2022,40784.57,266977.66,660009.52,619017.57,926987.18,13.7396950148946,627143.64,0.6765397122320504,0.06179391169994033,24.8,27.5,22.7,622.52,5.93,4.61,6.59,2.09,3,2.98,2.81,2.7,2.83
CPF,2023,23575.9,259463.22,627754.63,590786.78,887217.85,13.6958458342929,602184.76,0.678733819433412,0.037555915756447705,19.6,24.9,18.0,361.36,-2.1,2.6,3.99,2.11,5,4.75,4.6,4.23,4.5
CPF,2024,52547.13,263333.7,613390.23,585467.81,876723.93,13.6839474327442,583500.39,0.6655463253980075,0.08566672149310235,22.8,26.0,17.0,471.8,8.06,5.96,8.98,1.99,5,4.55,5.0,4.94,4.82
CPN,2020,13630.13,30554.09,191219.42,33161.11,221773.51,12.3094119148451,144650.21,0.6522429572404747,0.07128005094880006,47.75,64.75,33.25,527.55,13.56,6.96,41.1,1.88,3,2.87,3.3,3.72,3.32
CPN,2021,10817.89,43492.19,219928.65000000002,30397.53,263420.84,12.4815081843718,181345.65,0.688425600647238,0.04918817989379737,56.5,60.25,45.25,565.95,10.08,4.46,35.59,2.21,3,3.26,2.79,3.24,3.13
CPN,2022,15564.82,42032.06,230659.87,38707.0,272691.93,12.5160979754365,183071.74,0.6713500469192469,0.06747953165845451,71.0,73.0,50.5,588.87,13.92,5.81,40.21,2.04,3,3.06,3.68,2.99,3.19
CPN,2023,21306.13,53868.21,226004.50999999998,48336.84,279872.72,12.5420902073739,179290.99,0.6406161700933196,0.09427303021519351,70.0,75.5,60.5,482.28,17.34,7.71,44.08,1.78,4,3.63,4.29,3.92,3.91
CPN,2024,24360.67,38283.63,265952.41,53849.68,304236.04,12.6255591264774,194407.06,0.639000757438205,0.09159785391679662,57.0,69.5,52.5,469.58,17.35,8.34,45.24,1.77,5,5.0,4.9,5.0,4.97
CRC,2020,2407.31,89048.98,150130.97000000003,194311.43,239179.95,12.3849714764751,183464.98,0.7670583591977505,0.01603473287357032,30.75,42.25,20.7,811.52,0.11,1.13,1.24,3.29,1,1.12,1.0,1.16,1.11
CRC,2021,3018.45,111661.79,151566.03000000003,195653.81,263227.82,12.4807751719356,204146.57,0.7755508897197873,0.019915082555108155,32.0,38.5,29.25,379.36,0.11,1.2,1.54,3.46,3,2.73,3.69,2.65,2.94
CRC,2022,12878.3,108488.16,167496.28,236244.78,275984.44,12.5280997662984,211099.29,0.764895622376392,0.07688708071606128,46.25,47.25,31.5,501.27,12.11,4.78,5.45,3.25,3,3.05,2.58,3.33,3.04
CRC,2023,14713.82,118505.47,168591.63999999998,248688.43,287097.11,12.5675757998794,216836.84,0.7552735031014419,0.08727490876771826,41.0,48.0,36.25,466.81,12.41,5.23,5.92,3.09,5,5.0,4.51,5.0,4.88
CRC,2024,16277.95,130983.89,160065.09999999998,262804.38,291048.99,12.5812468824997,218668.4,0.7513113170397877,0.10169581001729923,34.0,41.0,24.2,362.24,11.96,5.63,6.19,3.02,4,3.66,4.31,4.22,4.05
DELTA,2020,7260.61,17170.36,40048.57,63826.88,57218.93,10.9546400666739,19611.5,0.3427449622004466,0.18129511240975646,48.6,83.8,2.7,638.98,20.11,14.07,11.38,9.22,3,3.11,3.73,3.13,3.27
DELTA,2021,6805.07,24735.73,44602.64,84814.62,69338.37,11.1467537116076,27934.07,0.4028659744957951,0.1525710137337162,41.2,80.4,28.6,1369.36,16.96,10.75,8.02,9.11,1,1.17,1.42,1.01,1.17
DELTA,2022,15831.01,32669.56,58314.92,119501.16,90984.48,11.4184442215032,36304.72,0.39902101984865995,0.2714744357018753,83.0,87.6,28.7,1407.07,31.94,19.75,13.25,12.98,3,3.32,3.17,3.2,3.23
DELTA,2023,19605.06,36175.54,71969.45000000001,147675.04,108144.99,11.5912281057589,40606.44,0.3754814716798254,0.27240808426353125,88.0,119.5,70.5,1830.07,30.15,19.69,13.28,13.71,1,1.32,1.18,1.18,1.23
DELTA,2024,19915.47,38126.96,84969.73000000001,167021.79,123096.69,11.7207254231026,43154.87,0.35057701389046286,0.23438311502225556,152.5,173.5,63.25,1490.71,25.68,17.22,11.92,6.21,3,2.59,3.26,2.89,2.88
DEMCO,2020,195.81,2164.85,5209.719999999999,2497.12,7374.57,8.90579287442346,2755.07,0.3735905957906699,0.03758551323295686,3.3,3.66,1.17,2.45,1.42,2.93,7.84,0.6,1,1.0,1.23,1.0,1.06
DEMCO,2021,180.82,2221.53,4727.17,2731.37,6948.7,8.84630987070302,2603.43,0.3746643257012103,0.03825121584372891,3.8,6.05,3.16,31.44,2.25,2.52,6.62,0.6,1,1.15,1.08,1.03,1.08
DEMCO,2022,-54.46,2528.19,4433.639999999999,2137.45,6961.83,8.84819764980264,2879.77,0.41365129570816866,-0.012283360850226903,5.9,6.45,2.72,27.24,-3.03,-0.78,-2.55,0.71,3,3.15,3.03,3.46,3.24
DEMCO,2023,-537.31,2438.29,3980.8999999999996,2300.73,6419.19,8.76704722049982,2831.57,0.4411101712209797,-0.13497199125825818,2.48,5.95,2.42,1.8,-14.34,-8.03,-23.35,0.79,3,3.15,2.98,2.63,2.9
DEMCO,2024,13.25,2648.03,4047.2099999999996,3212.23,6695.24,8.80915210513026,3040.06,0.4540628864685956,0.0032738602642314093,3.16,4.46,2.02,2.73,-1.73,0.2,0.41,0.83,2,3.16,1.77,1.56,2.17
DRT,2020,678.11,1220.11,2198.7300000000005,4386.33,3418.84,8.13705659123511,1481.82,0.4334277123234781,0.30840985477980465,5.85,6.85,4.06,6.18,26.57,20.09,15.46,0.76,3,3.17,2.92,3.05,3.06
DRT,2021,717.51,981.44,2478.0299999999997,4825.45,3459.47,8.14887067712788,1313.22,0.3796014996516808,0.2895485526809603,8.35,8.8,5.75,7.83,28.67,20.86,14.87,0.61,3,3.34,2.49,3.02,3.0
DRT,2022,768.19,1078.52,2662.09,5250.05,3740.61,8.22700397871323,1353.38,0.3618072988095525,0.28856650225950287,8.05,9.2,6.9,3.99,27.6,21.34,14.63,0.57,3,3.29,2.97,3.05,3.11
DRT,2023,779.41,865.79,2910.91,5646.88,3776.7,8.23660589144032,1196.58,0.31683215505600126,0.26775475710344876,8.15,8.55,7.4,1.7,25.67,20.74,13.8,0.46,4,4.2,3.7,4.07,4.02
DRT,2024,598.33,1011.22,2959.41,4991.35,3970.63,8.2866800512676,1339.81,0.3374300803650806,0.20217881266874144,7.55,8.5,7.35,2.05,19.43,15.45,11.99,0.51,4,3.91,3.67,3.93,3.86
EASTW,2020,1154.83,3145.08,19708.699999999997,4248.3,22853.78,10.0368718093367,11784.58,0.5156512401887128,0.05859493523164897,9.3,12.2,8.4,13.99,7.03,5.25,27.18,1.06,3,3.23,3.05,3.45,3.27
EASTW,2021,1509.01,3467.16,20221.71,4726.73,23688.87,10.0727605965639,12261.91,0.5176232551404942,0.07462326380904484,9.3,10.5,9.05,24.71,9.58,6.48,31.93,1.07,3,2.77,3.42,2.52,2.83
EASTW,2022,1134.89,3707.16,21390.63,4366.64,25097.79,10.1305350734346,13530.13,0.5390964702469818,0.053055473354454735,5.3,9.55,4.9,16.95,6.21,4.65,25.99,1.17,3,2.93,3.28,2.75,2.95
EASTW,2023,710.1,3250.85,25825.81,4352.72,29076.66,10.2776910694802,17438.31,0.5997356642750578,0.027495749407278995,4.18,5.65,4.02,3.91,2.72,2.62,16.31,1.5,4,3.85,3.53,3.97,3.82
EASTW,2024,432.67,5784.73,23789.37,4172.69,29574.1,10.2946542572761,18005.2,0.608816498219726,0.018187535020893788,2.74,4.32,2.36,1.85,0.41,1.48,10.37,1.56,4,4.02,3.7,3.51,3.74
EGCO,2020,14002.63,16290.11,198147.58000000002,37782.97,214437.69,12.2757744856394,111603.45,0.5204469885867545,0.0706676811293885,192.5,350.0,161.0,458.64,8.45,6.62,37.06,1.09,3,3.69,3.28,2.95,3.29
EGCO,2021,13024.64,27019.17,214912.83000000002,38136.94,241932,12.3964119739177,127895.31,0.5286415604384703,0.060604292447314564,175.5,213.0,165.5,323.88,3.81,5.71,34.15,1.12,3,2.44,2.71,3.5,2.93
EGCO,2022,9270.29,31372.92,222670.21000000002,61725.28,254043.13,12.4452593347353,133245.75,0.5245005050913992,0.04163237641892016,172.5,190.0,159.5,222.65,2.29,3.74,15.02,1.1,3,3.21,2.93,3.01,3.06
EGCO,2023,-3164.49,22872.74,220359.93000000002,53283.79,243232.67,12.4017737539337,138006.96,0.5673866097017312,-0.014360550940454552,128.0,178.5,114.5,160.84,-7.44,-1.27,-5.94,1.31,4,3.52,4.17,4.07,3.9
EGCO,2024,13660.24,25105.51,215957.15,43679.08,241062.66,12.3928121786786,136422.46,0.5659211592537807,0.06325440023634318,117.0,135.0,94.5,112.83,5.17,5.64,31.27,1.3,4,3.86,3.71,3.62,3.73
EPG,2020,1097.72,2142.7,11889.490000000002,10269.8,14032.19,9.54910925499919,3457.96,0.2464305286630241,0.09232692066690833,7.1,7.25,3.04,44.03,9.62,8.01,10.69,0.33,1,1.33,1.03,1.0,1.12
EPG,2021,1317.88,2488.7,12916.07,9740.15,15404.77,9.64243248070185,4364.34,0.28331094849192817,0.1020341326734835,11.2,13.7,6.9,200.52,11.3,8.95,13.53,0.4,3,3.02,2.6,2.89,2.86
EPG,2022,1757.5,3319.86,12948.25,11825.43,16268.11,9.69696202874509,4455.72,0.2738929107314863,0.1357326279613075,9.9,12.6,8.6,76.0,14.01,11.1,14.86,0.38,3,2.68,2.82,2.9,2.8
EPG,2023,1274.84,3129.78,15413.47,12194.0,18543.25,9.82786112041306,6635.61,0.3578450379518153,0.0827094742455787,8.3,9.9,6.0,19.49,9.09,7.32,10.45,0.56,4,3.79,4.1,4.38,4.1
EPG,2024,1426.02,3731.93,16068.739999999998,13322.99,19800.67,9.89347105449396,7312.02,0.36928144350670966,0.08874497938232868,3.98,8.5,3.6,17.86,9.77,7.44,10.7,0.59,4,4.2,3.52,4.17,4.02
ETC,2020,281.94,413.99,3611.41,673.1,4025.4,8.30037956379689,1456.35,0.36179013265762405,0.07806923057753067,1.87,4.6,1.68,186.41,11.32,8.51,41.89,0.57,1,1.0,1.13,1.0,1.03
